Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"""Ensuring Quality Health Care for Our Veterans""",https://www.congress.gov/event/116th-congress/house-event/109669,116th,"House of Representatives",2019-06-20T18:00:00Z,"House Oversight and Reform"
"""Ensuring Quality Health Care for Our Veterans""",https://www.congress.gov/event/116th-congress/house-event/109699,116th,"House of Representatives",2019-06-20T18:00:00Z,"House Oversight and Reform"
"ENSURING QUALITY HEALTHCARE FOR OUR VETERANS",https://www.congress.gov/event/116th-congress/house-event/LC64122/text,116th,"House of Representatives",2019-06-20T04:00:00Z,"House Oversight and Reform"
"Medical Experts:  Inadequate Federal Approach to Opioid Treatment and the Need to Expand Care",https://www.congress.gov/event/116th-congress/house-event/109654,116th,"House of Representatives",2019-06-19T14:00:00Z,"House Oversight and Reform"
"MEDICAL EXPERTS: INADEQUATE FEDERAL APPROACH TO OPIOID TREATMENT AND THE NEED TO EXPAND CARE",https://www.congress.gov/event/116th-congress/house-event/LC64119/text,116th,"House of Representatives",2019-06-19T04:00:00Z,"House Oversight and Reform"
"A resolution recommending that the House of Representatives find the Attorney General and the Secretary of Commerce in contempt of Congress for their refusal to comply with duly authorized subpoenas relating to the 2020 Census; H.R. 391, White House Ethics Transparency Act of 2019; H.R. 2003, Ensuring FEHBP Coverage During Shutdowns Act; H.R. 2004, Ensuring FEDVIP and FLTCIP Coverage During Shutdowns Act; 
H.R. 2530, Interim Stay Authority To Protect Whistleblowers Act;
H.R. 1668, Internet of Things Cybersecurity Improvement Act of 2019;
H.R. 2978, National Historical Publications and Records Commission Reauthorization Act of 2019; H.R. 1250, to designate the facility of the United States Postal Service located at 11158 Highway 146 North in Hardin, Texas, as the “Lucas Lowe Post Office”;
H.R. 1526, to designate the facility of the United States Postal Service located at 200 Israel Road Southeast in Tumwater, Washington, as the “Eva G. Hewitt Post Office”;	H.R.1833, to designate the facility of the United States Postal Service located at 35 Tulip Avenue in Floral Park, New York, as the “Lieutenant Michael R. Davidson Post Office Building”; H.R. 1844, to designate the facility of the United States Postal Service located at 66 Grove Court in Elgin, Illinois, as the “Corporal Alex Martinez Memorial Post Office Building”; 	H.R. 2451, to designate the facility of the United States Postal Service located at 575 Dexter Street in Central Falls, Rhode Island, as the “Elizabeth Buffum Chace Post Office”; H.R. 2325, to designate the facility of the United States Postal Service located at 100 Calle Alondra in San Juan, Puerto Rico, as the “65th Infantry Regiment Post Office Building”;
H.R. 3144, to designate the facility of the United States Postal Service located at 8520 Michigan Avenue in Whittier, California, as the “Jose Ramos Post Office Building”; and H.R. 3152, to designate the facility of the United States Postal Service located at 456 North Meridian Street in Indianapolis, Indiana, as the “Richard G. Lugar Post Office.”",https://www.congress.gov/event/116th-congress/house-event/109646,116th,"House of Representatives",2019-06-12T14:00:00Z,"House Oversight and Reform"
"Examining America's Nuclear Waste Management, Storage, and the Need for Solutions",https://www.congress.gov/event/116th-congress/house-event/109598,116th,"House of Representatives",2019-06-07T15:30:00Z,"House Oversight and Reform"
"EXAMINING AMERICA'S NUCLEAR WASTE MANAGEMENT, STORAGE, AND THE NEED FOR SOLUTIONS FIELD HEARING",https://www.congress.gov/event/116th-congress/house-event/LC64139/text,116th,"House of Representatives",2019-06-07T04:00:00Z,"House Oversight and Reform"
"To Consider a Resolution Offered by Chairman Elijah E. Cummings Authorizing the Issuance of Subpoenas for Testimony Related to the 2020 Census",https://www.congress.gov/event/116th-congress/house-event/109604,116th,"House of Representatives",2019-06-05T13:00:00Z,"House Oversight and Reform"
"Confronting White Supremacy (Part II):  Adequacy of the Federal Response",https://www.congress.gov/event/116th-congress/house-event/109579,116th,"House of Representatives",2019-06-04T18:00:00Z,"House Oversight and Reform"
"Examining Federal Labor-Management Relations",https://www.congress.gov/event/116th-congress/house-event/109591,116th,"House of Representatives",2019-06-04T18:00:00Z,"House Oversight and Reform"
"Facial Recognition Technology (Part II):  Ensuring Transparency in Government Use",https://www.congress.gov/event/116th-congress/house-event/109578,116th,"House of Representatives",2019-06-04T14:00:00Z,"House Oversight and Reform"
"CONFRONTING VIOLENT WHITE SUPREMACY (PART II): ADEQUACY OF THE FEDERAL RESPONSE",https://www.congress.gov/event/116th-congress/house-event/LC64128/text,116th,"House of Representatives",2019-06-04T04:00:00Z,"House Oversight and Reform"
"EXAMINING FEDERAL LABOR-MANAGEMENT RELATIONS",https://www.congress.gov/event/116th-congress/house-event/LC64121/text,116th,"House of Representatives",2019-06-04T04:00:00Z,"House Oversight and Reform"
"FACIAL RECOGNITION TECHNOLOGY: PART II ENSURING TRANSPARENCY IN GOVERNMENT USE",https://www.congress.gov/event/116th-congress/house-event/LC64101/text,116th,"House of Representatives",2019-06-04T04:00:00Z,"House Oversight and Reform"
"Getting Counted:  The Importance of the Census to State and Local Communities",https://www.congress.gov/event/116th-congress/house-event/109566,116th,"House of Representatives",2019-05-28T18:00:00Z,"House Oversight and Reform"
"GETTING COUNTED: THE IMPORTANCE OF THE CENSUS TO STATE AND LOCAL COMMUNITIES FIELD HEARING",https://www.congress.gov/event/116th-congress/house-event/LC64123/text,116th,"House of Representatives",2019-05-28T04:00:00Z,"House Oversight and Reform"
"Examining For-Profit College Oversight and Student Debt",https://www.congress.gov/event/116th-congress/house-event/109532,116th,"House of Representatives",2019-05-22T18:00:00Z,"House Oversight and Reform"
"Securing U.S. Election Infrastructure and Protecting Political Discourse",https://www.congress.gov/event/116th-congress/house-event/109538,116th,"House of Representatives",2019-05-22T18:00:00Z,"House Oversight and Reform"
"Facial Recognition Technology (Part 1):  Its Impact on our Civil Rights and Liberties",https://www.congress.gov/event/116th-congress/house-event/109522,116th,"House of Representatives",2019-05-22T14:00:00Z,"House Oversight and Reform"
"“Facial Recognition Technology (Part 1):  Its Impact on our Civil Rights and Liberties”",https://www.congress.gov/event/116th-congress/house-event/109521,116th,"House of Representatives",2019-05-22T14:00:00Z,"House Oversight and Reform"
"EXAMINING FOR-PROFIT COLLEGE OVERSIGHT AND STUDENT DEBT",https://www.congress.gov/event/116th-congress/house-event/LC63929/text,116th,"House of Representatives",2019-05-22T04:00:00Z,"House Oversight and Reform"
"FACIAL RECOGNITION TECHNOLOGY: PART I ITS IMPACT ON OUR CIVIL RIGHTS AND LIBERTIES",https://www.congress.gov/event/116th-congress/house-event/LC64022/text,116th,"House of Representatives",2019-05-22T04:00:00Z,"House Oversight and Reform"
"SECURING U.S. ELECTION INFRASTRUCTURE AND PROTECTING POLITICAL DISCOURSE",https://www.congress.gov/event/116th-congress/house-event/LC63923/text,116th,"House of Representatives",2019-05-22T04:00:00Z,"House Oversight and Reform"
"“The Administration's War on a Merit Based Civil Service”",https://www.congress.gov/event/116th-congress/house-event/109516,116th,"House of Representatives",2019-05-21T18:00:00Z,"House Oversight and Reform"
"THE ADMINISTRATION'S WAR ON A MERIT BASED CIVIL SERVICE",https://www.congress.gov/event/116th-congress/house-event/LC64124/text,116th,"House of Representatives",2019-05-21T04:00:00Z,"House Oversight and Reform"
"CFPB’s Role in Empowering Predatory Lenders:  Examining the Proposed Repeal of the Payday Lending Rule",https://www.congress.gov/event/116th-congress/house-event/109487,116th,"House of Representatives",2019-05-16T18:00:00Z,"House Oversight and Reform"
"HIV Prevention Drug:  Billions in Corporate Profits after Millions in Taxpayer Investments",https://www.congress.gov/event/116th-congress/house-event/109486,116th,"House of Representatives",2019-05-16T14:00:00Z,"House Oversight and Reform"
"CFPB'S ROLE IN EMPOWERING PREDATORY LENDERS: EXAMINING THE PROPOSED REPEAL OF THE. PAYDAY LENDING RULE",https://www.congress.gov/event/116th-congress/house-event/LC63930/text,116th,"House of Representatives",2019-05-16T04:00:00Z,"House Oversight and Reform"
"HIV PREVENTION DRUG: BILLIONS IN CORPORATE PROFITS AFTER MILLIONS IN TAXPAYER INVESTMENTS",https://www.congress.gov/event/116th-congress/house-event/LC64021/text,116th,"House of Representatives",2019-05-16T04:00:00Z,"House Oversight and Reform"
"Confronting White Supremacy (Part I): The Consequences of Inaction",https://www.congress.gov/event/116th-congress/house-event/109478,116th,"House of Representatives",2019-05-15T18:00:00Z,"House Oversight and Reform"
"DOD Inspector General Report on Excess Profits by TransDigm Group, Inc.",https://www.congress.gov/event/116th-congress/house-event/109477,116th,"House of Representatives",2019-05-15T14:00:00Z,"House Oversight and Reform"
"CONFRONTING WHITE SUPREMACY (PART I): THE CONSEQUENCES OF INACTION",https://www.congress.gov/event/116th-congress/house-event/LC63928/text,116th,"House of Representatives",2019-05-15T04:00:00Z,"House Oversight and Reform"
"DOD INSPECTOR GENERAL REPORT ON EXCESS PROFITS BY TRANSDIGM GROUP, INC.",https://www.congress.gov/event/116th-congress/house-event/LC64009/text,116th,"House of Representatives",2019-05-15T04:00:00Z,"House Oversight and Reform"
"The Trump Administration’s Response to the Drug Crisis, Part II",https://www.congress.gov/event/116th-congress/house-event/109435,116th,"House of Representatives",2019-05-09T15:00:00Z,"House Oversight and Reform"
"THE TRUMP ADMINISTRATION'S RESPONSE TO THE DRUG CRISIS, PART II",https://www.congress.gov/event/116th-congress/house-event/LC64874/text,116th,"House of Representatives",2019-05-09T04:00:00Z,"House Oversight and Reform"
"Veteran and Active-Duty Military Suicides",https://www.congress.gov/event/116th-congress/house-event/109420,116th,"House of Representatives",2019-05-08T18:00:00Z,"House Oversight and Reform"
"HR 391, White House Ethics Transparency Act; 

HR 2003, Ensuring Federal Employees Health Benefits Program (FEHBP) Coverage During Shutdowns Act;

HR 2004, Ensuring Federal Employees Dental/Vision Program (FEDVIP) and Federal Long Term Care Insurance Program (FLTCIP) Coverage During Shutdowns Act; and

A postal naming measure.",https://www.congress.gov/event/116th-congress/house-event/109450,116th,"House of Representatives",2019-05-08T14:00:00Z,"House Oversight and Reform"
"VETERAN AND ACTIVE DUTY SUICIDES. (PART I)",https://www.congress.gov/event/116th-congress/house-event/LC64011/text,116th,"House of Representatives",2019-05-08T04:00:00Z,"House Oversight and Reform"
"Government Shutdowns:  Contract Killers",https://www.congress.gov/event/116th-congress/house-event/109421,116th,"House of Representatives",2019-05-06T13:00:00Z,"House Oversight and Reform"
"GOVERNMENT SHUTDOWNS: CONTRACT KILLERS",https://www.congress.gov/event/116th-congress/house-event/LC63992/text,116th,"House of Representatives",2019-05-06T04:00:00Z,"House Oversight and Reform"
"Protecting the Right to Vote: Best and Worst Practices",https://www.congress.gov/event/116th-congress/house-event/109375,116th,"House of Representatives",2019-05-01T18:00:00Z,"House Oversight and Reform"
"PROTECTING THE RIGHT TO VOTE: BEST AND WORST PRACTICES",https://www.congress.gov/event/116th-congress/house-event/LC63926/text,116th,"House of Representatives",2019-05-01T04:00:00Z,"House Oversight and Reform"
"Climate Change, Part II: The Public Health Effects",https://www.congress.gov/event/116th-congress/house-event/109352,116th,"House of Representatives",2019-04-30T18:00:00Z,"House Oversight and Reform"
"The Financial Condition of the Postal Service",https://www.congress.gov/event/116th-congress/house-event/109353,116th,"House of Representatives",2019-04-30T14:00:00Z,"House Oversight and Reform"
"CLIMATE CHANGE, PART II: THE PUBLIC HEALTH EFFECTS",https://www.congress.gov/event/116th-congress/house-event/LC63924/text,116th,"House of Representatives",2019-04-30T04:00:00Z,"House Oversight and Reform"
"THE FINANCIAL CONDITION OF THE POSTAL SERVICE",https://www.congress.gov/event/116th-congress/house-event/LC64010/text,116th,"House of Representatives",2019-04-30T04:00:00Z,"House Oversight and Reform"
"Deposition of John Gore, Principal Deputy Assistant Attorney General, U.S. Department of Justice",https://www.congress.gov/event/116th-congress/house-event/109307,116th,"House of Representatives",2019-04-25T13:00:00Z,"House Oversight and Reform"
"Climate Change, Part I:  The History of a Consensus and the Causes of Inaction",https://www.congress.gov/event/116th-congress/house-event/109294,116th,"House of Representatives",2019-04-09T18:00:00Z,"House Oversight and Reform"
"Failure of Administration to Comply with Subpoenas on Child Separation Policy",https://www.congress.gov/event/116th-congress/house-event/109293,116th,"House of Representatives",2019-04-09T18:00:00Z,"House Oversight and Reform"
"The Need for Leadership to Combat Climate Change and Protect National Security",https://www.congress.gov/event/116th-congress/house-event/109273,116th,"House of Representatives",2019-04-09T14:00:00Z,"House Oversight and Reform"
"CLIMATE CHANGE, PART I: THE HISTORY OF A CONSENSUS AND THE CAUSES OF INACTION",https://www.congress.gov/event/116th-congress/house-event/LC63922/text,116th,"House of Representatives",2019-04-09T04:00:00Z,"House Oversight and Reform"
"THE NEED FOR LEADERSHIP TO COMBAT CLIMATE CHANGE AND PROTECT NATIONAL SECURITY",https://www.congress.gov/event/116th-congress/house-event/LC63879/text,116th,"House of Representatives",2019-04-09T04:00:00Z,"House Oversight and Reform"
"on the Special Inspector General for Afghanistan Reconstruction’s 2019 High-Risk List",https://www.congress.gov/event/116th-congress/house-event/109241,116th,"House of Representatives",2019-04-03T18:00:00Z,"House Oversight and Reform"
"INSPECTOR GENERAL FOR AFGHANISTAN RECONSTRUCTION'S 2019 HIGH-RISK LIST",https://www.congress.gov/event/116th-congress/house-event/LC64432/text,116th,"House of Representatives",2019-04-03T04:00:00Z,"House Oversight and Reform"
"A Resolution Offered by Chairman Elijah E. Cummings Authorizing Issuance of  Subpoena Related to Security Clearances; and a Resolution Offered by Chairman Elijah E. Cummings Authorizing Issuance of Subpoenas Related to the 2020 Census.",https://www.congress.gov/event/116th-congress/house-event/109257,116th,"House of Representatives",2019-04-02T14:00:00Z,"House Oversight and Reform"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/109182,116th,"House of Representatives",2019-03-28T14:00:00Z,"House Oversight and Reform"
"Subcommittee on Economic and Consumer Policy Hearing on Improving Data Security at Consumer Reporting Agencies",https://www.congress.gov/event/116th-congress/house-event/109175,116th,"House of Representatives",2019-03-26T18:00:00Z,"House Oversight and Reform"
"H.R. 745, the Executive Branch Comprehensive Ethics Enforcement Act;

H.R. 964, Transition Team Ethics Improvement Act;

H.R. 1076, the Fair Chance Act;

H.R. 1496, the Presidential Allowance Modernization Act;

H.R. 1847, the Inspector General Protection Act; and several postal naming measures.",https://www.congress.gov/event/116th-congress/house-event/109189,116th,"House of Representatives",2019-03-26T14:00:00Z,"House Oversight and Reform"
"IMPROVING DATA SECURITY AT CONSUMER REPORTING AGENCIES",https://www.congress.gov/event/116th-congress/house-event/LC63801/text,116th,"House of Representatives",2019-03-26T04:00:00Z,"House Oversight and Reform"
"Commerce Secretary Wilbur L. Ross, Jr.",https://www.congress.gov/event/116th-congress/house-event/109105,116th,"House of Representatives",2019-03-14T14:00:00Z,"House Oversight and Reform"
"HEARING WITH SECRETARY OF COMMERCE WILBUR L. ROSS, JR.",https://www.congress.gov/event/116th-congress/house-event/LC64085/text,116th,"House of Representatives",2019-03-14T04:00:00Z,"House Oversight and Reform"
"Subcommittee on Civil Rights and Civil Liberties and the Subcommittee on Government Operations on “The Fair Chance to Compete for Jobs Act (H.R. 1076)”",https://www.congress.gov/event/116th-congress/house-event/109093,116th,"House of Representatives",2019-03-13T18:00:00Z,"House Oversight and Reform"
"FOIA: Examining Transparency Under the Trump Administration",https://www.congress.gov/event/116th-congress/house-event/109092,116th,"House of Representatives",2019-03-13T14:00:00Z,"House Oversight and Reform"
"FOIA: EXAMINING TRANSPARENCY UNDER THE TRUMP ADMINISTRATION",https://www.congress.gov/event/116th-congress/house-event/LC63991/text,116th,"House of Representatives",2019-03-13T04:00:00Z,"House Oversight and Reform"
"THE FAIR CHANCE TO COMPETE FOR JOBS ACT (H.R. 1076)",https://www.congress.gov/event/116th-congress/house-event/LC63894/text,116th,"House of Representatives",2019-03-13T04:00:00Z,"House Oversight and Reform"
"Examining the Public Health Risks of Carcinogens in Consumer Products",https://www.congress.gov/event/116th-congress/house-event/109064,116th,"House of Representatives",2019-03-12T14:00:00Z,"House Oversight and Reform"
"EXAMINING THE PUBLIC HEALTH RISKS OF CARCINOGENS IN CONSUMER PRODUCTS",https://www.congress.gov/event/116th-congress/house-event/LC63875/text,116th,"House of Representatives",2019-03-12T04:00:00Z,"House Oversight and Reform"
"Trump Administration's Response to the Drug Crisis",https://www.congress.gov/event/116th-congress/house-event/109035,116th,"House of Representatives",2019-03-07T15:00:00Z,"House Oversight and Reform"
"TRUMP ADMINISTRATION'S RESPONSE TO THE DRUG CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC63887/text,116th,"House of Representatives",2019-03-07T05:00:00Z,"House Oversight and Reform"
"GAO's 2019 High Risk Report",https://www.congress.gov/event/116th-congress/house-event/109019,116th,"House of Representatives",2019-03-06T19:00:00Z,"House Oversight and Reform"
"Examining PFAS Chemicals and their Risks",https://www.congress.gov/event/116th-congress/house-event/109020,116th,"House of Representatives",2019-03-06T15:00:00Z,"House Oversight and Reform"
"EXAMINING PFAS CHEMICALS AND THEIR RISKS",https://www.congress.gov/event/116th-congress/house-event/LC64656/text,116th,"House of Representatives",2019-03-06T05:00:00Z,"House Oversight and Reform"
"GAO'S 2019 HIGH RISK REPORT",https://www.congress.gov/event/116th-congress/house-event/LC63881/text,116th,"House of Representatives",2019-03-06T05:00:00Z,"House Oversight and Reform"
"Effects of Vacancies at the Merit Systems Protection Board",https://www.congress.gov/event/116th-congress/house-event/108903,116th,"House of Representatives",2019-02-28T15:00:00Z,"House Oversight and Reform"
"EFFECTS OF VACANCIES AT THE MERIT SYSTEMS PROTECTION BOARD",https://www.congress.gov/event/116th-congress/house-event/LC64444/text,116th,"House of Representatives",2019-02-28T05:00:00Z,"House Oversight and Reform"
"With Michael Cohen, Former Attorney to President Donald Trump",https://www.congress.gov/event/116th-congress/house-event/108969,116th,"House of Representatives",2019-02-27T15:00:00Z,"House Oversight and Reform"
"HEARING WITH MICHAEL COHEN, FORMER ATTORNEY TO PRESIDENT DONALD TRUMP",https://www.congress.gov/event/116th-congress/house-event/LC63709/text,116th,"House of Representatives",2019-02-27T05:00:00Z,"House Oversight and Reform"
"A Resolution Offered by Chairman Elijah E. Cummings Authorizing Issuance of Subpoenas Related to Child Separation Policy",https://www.congress.gov/event/116th-congress/house-event/108984,116th,"House of Representatives",2019-02-26T14:30:00Z,"House Oversight and Reform"
"Impact of the Shutdown and Resource Constraints on the Coast Guard",https://www.congress.gov/event/116th-congress/house-event/108902,116th,"House of Representatives",2019-02-14T14:30:00Z,"House Oversight and Reform"
"Failure of DOJ, DHS, and HHS to Produce Documents on Child Separation Policy",https://www.congress.gov/event/116th-congress/house-event/108890,116th,"House of Representatives",2019-02-12T15:00:00Z,"House Oversight and Reform"
"H.R. 1:  Strengthening Ethics  Rules for the Executive Branch",https://www.congress.gov/event/116th-congress/house-event/108837,116th,"House of Representatives",2019-02-06T15:00:00Z,"House Oversight and Reform"
"H.R. 1: STRENGTHENING ETHICS",https://www.congress.gov/event/116th-congress/house-event/LC63874/text,116th,"House of Representatives",2019-02-06T05:00:00Z,"House Oversight and Reform"
"Impact of the Shutdown on the Coast Guard",https://www.congress.gov/event/116th-congress/house-event/108819,116th,"House of Representatives",2019-01-31T15:00:00Z,"House Oversight and Reform"
"Examining the Actions of Drug Companies in Raising Prescription Drug Prices",https://www.congress.gov/event/116th-congress/house-event/108817,116th,"House of Representatives",2019-01-29T16:00:00Z,"House Oversight and Reform"
"Organizational Meeting",https://www.congress.gov/event/116th-congress/house-event/108816,116th,"House of Representatives",2019-01-29T15:00:00Z,"House Oversight and Reform"
"EXAMINING THE ACTIONS OF DRUG COMPANIES",https://www.congress.gov/event/116th-congress/house-event/LC63880/text,116th,"House of Representatives",2019-01-29T05:00:00Z,"House Oversight and Reform"
